0.012766,-0.001858,0.000000,0.000000,0.000086,1.000000
-0.911951,0.584283,0.000000,0.000000,-0.999815,0.019214
-2.602726,1.168494,0.000000,0.000000,0.999977,0.006843
-4.665443,1.438463,0.000000,0.000000,0.999230,0.039244
-7.570273,1.242948,0.000000,0.000000,-0.645609,0.763668
-7.648400,-0.816671,0.000000,0.000000,-0.657941,0.753069
-7.914584,-3.157119,0.000000,0.000000,-0.000506,1.000000
-5.874238,-3.303379,0.000000,0.000000,0.689152,0.724617
-5.630601,-1.921744,0.000000,0.000000,0.002739,0.999996
-3.150390,-1.938260,0.000000,0.000000,-0.029597,0.999562
-0.595847,-2.117451,0.000000,0.000000,0.698536,0.715574
-0.137705,0.324615,0.000000,0.000000,-0.063525,0.997980
